method,structure,heavy_tailed,n,p,replication,distance
PCMCI_GPDC,GARCH,True,500,4,7,2
PCMCI_GPDC,GARCH,True,500,4,8,3
PCMCI_GPDC,GARCH,True,500,4,9,3
PCMCI_GPDC,GARCH,True,500,4,10,3
PCMCI_GPDC,GARCH,True,500,4,11,2
PCMCI_GPDC,GARCH,True,500,4,12,3
PCMCI_GPDC,GARCH,True,500,4,13,3
PCMCI_GPDC,GARCH,True,500,4,14,2
PCMCI_GPDC,GARCH,True,500,4,15,2
PCMCI_GPDC,GARCH,True,500,4,16,2
PCMCI_GPDC,GARCH,True,500,4,17,3
PCMCI_GPDC,GARCH,True,500,4,18,3
PCMCI_GPDC,GARCH,True,500,4,19,1
PCMCI_GPDC,GARCH,True,500,4,20,0
PCMCI_GPDC,GARCH,True,500,4,21,1
PCMCI_GPDC,GARCH,True,500,4,22,4
PCMCI_GPDC,GARCH,True,500,4,23,2
PCMCI_GPDC,GARCH,True,500,4,24,5
PCMCI_GPDC,GARCH,True,500,4,25,5
PCMCI_GPDC,GARCH,True,500,4,26,4
PCMCI_GPDC,GARCH,True,500,4,27,4
PCMCI_GPDC,GARCH,True,500,4,28,2
PCMCI_GPDC,GARCH,True,500,4,29,1
PCMCI_GPDC,GARCH,True,500,4,30,1
PCMCI_GPDC,GARCH,True,500,4,31,3
PCMCI_GPDC,GARCH,True,500,4,32,2
PCMCI_GPDC,GARCH,True,500,4,33,4
PCMCI_GPDC,GARCH,True,500,4,34,4
PCMCI_GPDC,GARCH,True,500,4,35,2
PCMCI_GPDC,GARCH,True,500,4,36,3
PCMCI_GPDC,GARCH,True,500,4,37,1
PCMCI_GPDC,GARCH,True,500,4,38,4
PCMCI_GPDC,GARCH,True,500,4,39,1
PCMCI_GPDC,GARCH,True,500,4,40,0
PCMCI_GPDC,GARCH,True,500,4,41,4
PCMCI_GPDC,GARCH,True,500,4,42,3
PCMCI_GPDC,GARCH,True,500,4,43,4
PCMCI_GPDC,GARCH,True,500,4,44,2
PCMCI_GPDC,GARCH,True,500,4,45,1
PCMCI_GPDC,GARCH,True,500,4,46,4
PCMCI_GPDC,GARCH,True,500,4,47,6
PCMCI_GPDC,GARCH,True,500,4,48,2
PCMCI_GPDC,GARCH,True,500,4,49,2
PCMCI_GPDC,GARCH,True,500,4,50,1
PCMCI_GPDC,GARCH,True,500,4,51,3
PCMCI_GPDC,GARCH,True,500,4,52,3
PCMCI_GPDC,GARCH,True,500,4,53,1
PCMCI_GPDC,GARCH,True,500,4,54,1
PCMCI_GPDC,GARCH,True,500,4,55,1
PCMCI_GPDC,GARCH,True,500,4,56,6
PCMCI_GPDC,GARCH,True,500,4,57,3
PCMCI_GPDC,GARCH,True,500,4,58,1
PCMCI_GPDC,GARCH,True,500,4,59,3
PCMCI_GPDC,GARCH,True,500,4,60,3
PCMCI_GPDC,GARCH,True,500,4,61,3
PCMCI_GPDC,GARCH,True,500,4,62,2
PCMCI_GPDC,GARCH,True,500,4,63,2
PCMCI_GPDC,GARCH,True,500,4,64,4
PCMCI_GPDC,GARCH,True,500,4,65,5
PCMCI_GPDC,GARCH,True,500,4,66,2
PCMCI_GPDC,GARCH,True,500,4,67,5
PCMCI_GPDC,GARCH,True,500,4,68,2
PCMCI_GPDC,GARCH,True,500,4,69,4
PCMCI_GPDC,GARCH,True,500,4,70,2
PCMCI_GPDC,GARCH,True,500,4,71,2
PCMCI_GPDC,GARCH,True,500,4,72,2
PCMCI_GPDC,GARCH,True,500,4,73,4
PCMCI_GPDC,GARCH,True,500,4,74,5
PCMCI_GPDC,GARCH,True,500,4,75,5
PCMCI_GPDC,GARCH,True,500,4,76,5
PCMCI_GPDC,GARCH,True,500,4,77,6
PCMCI_GPDC,GARCH,True,500,4,78,1
PCMCI_GPDC,GARCH,True,500,4,79,6
PCMCI_GPDC,GARCH,True,500,4,80,4
PCMCI_GPDC,GARCH,True,500,4,81,1
PCMCI_GPDC,GARCH,True,500,4,82,3
PCMCI_GPDC,GARCH,True,500,4,83,2
PCMCI_GPDC,GARCH,True,500,4,84,3
PCMCI_GPDC,GARCH,True,500,4,85,1
PCMCI_GPDC,GARCH,True,500,4,86,2
PCMCI_GPDC,GARCH,True,500,4,87,3
PCMCI_GPDC,GARCH,True,500,4,88,1
PCMCI_GPDC,GARCH,True,500,4,89,2
PCMCI_GPDC,GARCH,True,500,4,90,1
PCMCI_GPDC,GARCH,True,500,4,91,3
PCMCI_GPDC,GARCH,True,500,4,92,0
PCMCI_GPDC,GARCH,True,500,4,93,2
PCMCI_GPDC,GARCH,True,500,4,94,3
PCMCI_GPDC,GARCH,True,500,4,95,0
PCMCI_GPDC,GARCH,True,500,4,96,2
PCMCI_GPDC,GARCH,True,500,4,97,1
PCMCI_GPDC,GARCH,True,500,4,98,2
PCMCI_GPDC,GARCH,True,500,4,99,2
PCMCI_GPDC,GARCH,True,500,4,100,4
PCMCI_GPDC,GARCH,True,500,7,1,15
PCMCI_GPDC,GARCH,True,500,7,2,7
