method,structure,heavy_tailed,n,p,replication,distance
PCMCI_GPDC,GARCH,False,500,4,85,2
PCMCI_GPDC,GARCH,False,500,4,86,4
PCMCI_GPDC,GARCH,False,500,4,87,4
PCMCI_GPDC,GARCH,False,500,4,88,2
PCMCI_GPDC,GARCH,False,500,4,89,5
PCMCI_GPDC,GARCH,False,500,4,90,3
PCMCI_GPDC,GARCH,False,500,4,91,3
PCMCI_GPDC,GARCH,False,500,4,92,3
PCMCI_GPDC,GARCH,False,500,4,93,4
PCMCI_GPDC,GARCH,False,500,4,94,4
PCMCI_GPDC,GARCH,False,500,4,95,3
PCMCI_GPDC,GARCH,False,500,4,96,3
PCMCI_GPDC,GARCH,False,500,4,97,4
PCMCI_GPDC,GARCH,False,500,4,98,3
PCMCI_GPDC,GARCH,False,500,4,99,5
PCMCI_GPDC,GARCH,False,500,4,100,5
PCMCI_GPDC,GARCH,False,500,7,1,8
PCMCI_GPDC,GARCH,False,500,7,2,7
PCMCI_GPDC,GARCH,False,500,7,3,8
PCMCI_GPDC,GARCH,False,500,7,4,8
PCMCI_GPDC,GARCH,False,500,7,5,7
PCMCI_GPDC,GARCH,False,500,7,6,7
PCMCI_GPDC,GARCH,False,500,7,7,7
PCMCI_GPDC,GARCH,False,500,7,8,15
PCMCI_GPDC,GARCH,False,500,7,9,19
PCMCI_GPDC,GARCH,False,500,7,10,19
PCMCI_GPDC,GARCH,False,500,7,11,19
PCMCI_GPDC,GARCH,False,500,7,12,12
PCMCI_GPDC,GARCH,False,500,7,13,13
PCMCI_GPDC,GARCH,False,500,7,14,16
PCMCI_GPDC,GARCH,False,500,7,15,9
PCMCI_GPDC,GARCH,False,500,7,16,11
PCMCI_GPDC,GARCH,False,500,7,17,17
PCMCI_GPDC,GARCH,False,500,7,18,14
PCMCI_GPDC,GARCH,False,500,7,19,13
PCMCI_GPDC,GARCH,False,500,7,20,10
PCMCI_GPDC,GARCH,False,500,7,21,16
PCMCI_GPDC,GARCH,False,500,7,22,11
PCMCI_GPDC,GARCH,False,500,7,23,15
PCMCI_GPDC,GARCH,False,500,7,24,13
PCMCI_GPDC,GARCH,False,500,7,25,11
PCMCI_GPDC,GARCH,False,500,7,26,9
PCMCI_GPDC,GARCH,False,500,7,27,8
PCMCI_GPDC,GARCH,False,500,7,28,12
PCMCI_GPDC,GARCH,False,500,7,29,10
PCMCI_GPDC,GARCH,False,500,7,30,13
PCMCI_GPDC,GARCH,False,500,7,31,12
PCMCI_GPDC,GARCH,False,500,7,32,12
PCMCI_GPDC,GARCH,False,500,7,33,10
PCMCI_GPDC,GARCH,False,500,7,34,10
PCMCI_GPDC,GARCH,False,500,7,35,8
PCMCI_GPDC,GARCH,False,500,7,36,10
PCMCI_GPDC,GARCH,False,500,7,37,13
PCMCI_GPDC,GARCH,False,500,7,38,13
PCMCI_GPDC,GARCH,False,500,7,39,8
PCMCI_GPDC,GARCH,False,500,7,40,9
PCMCI_GPDC,GARCH,False,500,7,41,12
PCMCI_GPDC,GARCH,False,500,7,42,15
PCMCI_GPDC,GARCH,False,500,7,43,9
PCMCI_GPDC,GARCH,False,500,7,44,12
PCMCI_GPDC,GARCH,False,500,7,45,12
PCMCI_GPDC,GARCH,False,500,7,46,11
PCMCI_GPDC,GARCH,False,500,7,47,15
PCMCI_GPDC,GARCH,False,500,7,48,16
PCMCI_GPDC,GARCH,False,500,7,49,7
PCMCI_GPDC,GARCH,False,500,7,50,9
PCMCI_GPDC,GARCH,False,500,7,51,9
PCMCI_GPDC,GARCH,False,500,7,52,10
PCMCI_GPDC,GARCH,False,500,7,53,14
PCMCI_GPDC,GARCH,False,500,7,54,13
PCMCI_GPDC,GARCH,False,500,7,55,9
PCMCI_GPDC,GARCH,False,500,7,56,14
PCMCI_GPDC,GARCH,False,500,7,57,8
PCMCI_GPDC,GARCH,False,500,7,58,9
PCMCI_GPDC,GARCH,False,500,7,59,11
PCMCI_GPDC,GARCH,False,500,7,60,9
PCMCI_GPDC,GARCH,False,500,7,61,7
PCMCI_GPDC,GARCH,False,500,7,62,12
PCMCI_GPDC,GARCH,False,500,7,63,11
PCMCI_GPDC,GARCH,False,500,7,64,11
PCMCI_GPDC,GARCH,False,500,7,65,9
PCMCI_GPDC,GARCH,False,500,7,66,11
PCMCI_GPDC,GARCH,False,500,7,67,11
PCMCI_GPDC,GARCH,False,500,7,68,8
PCMCI_GPDC,GARCH,False,500,7,69,9
PCMCI_GPDC,GARCH,False,500,7,70,12
PCMCI_GPDC,GARCH,False,500,7,71,12
PCMCI_GPDC,GARCH,False,500,7,72,13
PCMCI_GPDC,GARCH,False,500,7,73,14
PCMCI_GPDC,GARCH,False,500,7,74,7
PCMCI_GPDC,GARCH,False,500,7,75,14
PCMCI_GPDC,GARCH,False,500,7,76,8
PCMCI_GPDC,GARCH,False,500,7,77,11
PCMCI_GPDC,GARCH,False,500,7,78,10
PCMCI_GPDC,GARCH,False,500,7,79,8
PCMCI_GPDC,GARCH,False,500,7,80,12
PCMCI_GPDC,GARCH,False,500,7,81,13
PCMCI_GPDC,GARCH,False,500,7,82,13
PCMCI_GPDC,GARCH,False,500,7,83,7
PCMCI_GPDC,GARCH,False,500,7,84,13
PCMCI_GPDC,GARCH,False,500,7,85,9
PCMCI_GPDC,GARCH,False,500,7,86,14
PCMCI_GPDC,GARCH,False,500,7,87,6
PCMCI_GPDC,GARCH,False,500,7,88,15
PCMCI_GPDC,GARCH,False,500,7,89,8
PCMCI_GPDC,GARCH,False,500,7,90,8
PCMCI_GPDC,GARCH,False,500,7,91,11
PCMCI_GPDC,GARCH,False,500,7,92,13
PCMCI_GPDC,GARCH,False,500,7,93,6
PCMCI_GPDC,GARCH,False,500,7,94,15
PCMCI_GPDC,GARCH,False,500,7,95,10
PCMCI_GPDC,GARCH,False,500,7,96,4
PCMCI_GPDC,GARCH,False,500,7,97,10
PCMCI_GPDC,GARCH,False,500,7,98,13
PCMCI_GPDC,GARCH,False,500,7,99,13
PCMCI_GPDC,GARCH,False,500,7,100,10
